equipo_h,equipo_a,elo_h,elo_a,lambda_h,lambda_a,p_victoria_h,p_empate,p_victoria_a,marcador_mp,prob_mp
Algeria,Argentina,1743,2113,0.911,1.799,18.7,22.9,58.1,0-1,11.97
Algeria,Australia,1743,1783,1.234,1.328,34.5,26.6,38.9,1-1,12.64
Algeria,Austria,1743,1827,1.185,1.383,32.1,26.4,41.4,1-1,12.57
Algeria,Belgium,1743,1867,1.142,1.435,30.0,26.2,43.7,1-1,12.45
Algeria,Bosnia and Herzegovina,1743,1594,1.468,1.116,45.1,26.0,28.8,1-1,12.36
Algeria,Brazil,1743,1984,1.026,1.598,24.3,25.0,50.5,1-1,11.89
Algeria,Canada,1743,1784,1.233,1.329,34.4,26.6,38.9,1-1,12.64
Algeria,Cape Verde,1743,1549,1.53,1.071,47.8,25.6,26.5,1-1,12.16
Algeria,Colombia,1743,1975,1.034,1.585,24.7,25.1,50.0,1-1,11.94
Algeria,Croatia,1743,1930,1.078,1.521,26.9,25.6,47.4,1-1,12.19
Algeria,Curaçao,1743,1436,1.698,0.965,54.4,24.0,21.4,1-0,11.84
Algeria,Czech Republic,1743,1726,1.3,1.26,37.6,26.6,35.7,1-1,12.66
Algeria,DR Congo,1743,1655,1.388,1.181,41.6,26.4,31.9,1-1,12.56
Algeria,Ecuador,1743,1933,1.075,1.525,26.7,25.6,47.5,1-1,12.18
Algeria,Egypt,1743,1689,1.345,1.218,39.7,26.5,33.7,1-1,12.62
Algeria,England,1743,2020,0.992,1.652,22.7,24.5,52.7,0-1,11.74
Algeria,France,1743,2081,0.938,1.747,20.1,23.5,56.2,0-1,11.92
Algeria,Germany,1743,1923,1.085,1.511,27.2,25.7,47.0,1-1,12.23
Algeria,Ghana,1743,1503,1.597,1.027,50.5,25.0,24.4,1-1,11.89
Algeria,Haiti,1743,1532,1.555,1.054,48.8,25.4,25.7,1-1,12.07
Algeria,Iran,1743,1760,1.26,1.3,35.7,26.6,37.6,1-1,12.66
Algeria,Iraq,1743,1607,1.451,1.13,44.4,26.1,29.4,1-1,12.41
Algeria,Ivory Coast,1743,1676,1.362,1.204,40.4,26.5,33.0,1-1,12.6
Algeria,Japan,1743,1904,1.104,1.485,28.2,25.9,45.8,1-1,12.31
Algeria,Jordan,1743,1690,1.344,1.219,39.6,26.5,33.8,1-1,12.63
Algeria,Mexico,1743,1860,1.15,1.426,30.4,26.2,43.3,1-1,12.48
Algeria,Morocco,1743,1822,1.19,1.377,32.4,26.4,41.1,1-1,12.58
Algeria,Netherlands,1743,1961,1.048,1.565,25.4,25.3,49.2,1-1,12.03
Algeria,New Zealand,1743,1585,1.481,1.107,45.7,25.9,28.3,1-1,12.33
Algeria,Norway,1743,1912,1.096,1.496,27.8,25.8,46.3,1-1,12.28
Algeria,Panama,1743,1737,1.287,1.273,37.0,26.6,36.3,1-1,12.66
Algeria,Paraguay,1743,1833,1.179,1.391,31.8,26.4,41.7,1-1,12.55
Algeria,Portugal,1743,1984,1.026,1.598,24.3,25.0,50.5,1-1,11.89
Algeria,Qatar,1743,1425,1.715,0.956,55.1,23.8,20.9,1-0,11.87
Algeria,Saudi Arabia,1743,1568,1.504,1.09,46.7,25.8,27.5,1-1,12.25
Algeria,Scotland,1743,1767,1.252,1.309,35.3,26.6,38.0,1-1,12.66
Algeria,Senegal,1743,1878,1.131,1.45,29.5,26.1,44.3,1-1,12.42
Algeria,South Africa,1743,1524,1.566,1.047,49.2,25.3,25.3,1-1,12.02
Algeria,South Korea,1743,1752,1.27,1.291,36.2,26.6,37.1,1-1,12.66
Algeria,Spain,1743,2165,0.868,1.888,16.7,21.9,61.0,0-1,12.0
Algeria,Sweden,1743,1719,1.309,1.252,38.0,26.6,35.3,1-1,12.66
Algeria,Switzerland,1743,1889,1.119,1.464,28.9,26.0,45.0,1-1,12.37
Algeria,Tunisia,1743,1636,1.413,1.16,42.7,26.3,30.9,1-1,12.51
Algeria,Turkey,1743,1902,1.106,1.482,28.3,25.9,45.7,1-1,12.32
Algeria,United States,1743,1721,1.306,1.255,37.9,26.6,35.4,1-1,12.66
Algeria,Uruguay,1743,1892,1.116,1.468,28.8,26.0,45.1,1-1,12.36
Algeria,Uzbekistan,1743,1727,1.299,1.262,37.5,26.6,35.8,1-1,12.66
Argentina,Algeria,2113,1743,1.799,0.911,58.1,22.9,18.7,1-0,11.97
Argentina,Australia,2113,1783,1.734,0.945,55.8,23.6,20.4,1-0,11.9
Argentina,Austria,2113,1827,1.666,0.984,53.2,24.4,22.3,1-0,11.77
Argentina,Belgium,2113,1867,1.605,1.021,50.8,24.9,24.1,1-1,11.86
Argentina,Bosnia and Herzegovina,2113,1594,2.064,0.794,66.3,19.8,13.4,2-0,12.22
Argentina,Brazil,2113,1984,1.442,1.137,44.0,26.2,29.8,1-1,12.44
Argentina,Canada,2113,1784,1.733,0.946,55.7,23.7,20.4,1-0,11.9
Argentina,Cape Verde,2113,1549,2.151,0.762,68.7,18.7,11.9,2-0,12.56
Argentina,Colombia,2113,1975,1.454,1.128,44.5,26.1,29.3,1-1,12.41
Argentina,Croatia,2113,1930,1.515,1.082,47.1,25.7,27.1,1-1,12.21
Argentina,Curaçao,2113,1436,2.387,0.687,74.1,15.9,8.9,2-0,13.18
Argentina,Czech Republic,2113,1726,1.828,0.897,59.0,22.6,18.1,1-0,11.99
Argentina,DR Congo,2113,1655,1.951,0.84,63.0,21.1,15.4,1-0,11.97
Argentina,Ecuador,2113,1933,1.511,1.085,47.0,25.7,27.2,1-1,12.23
Argentina,Egypt,2113,1689,1.891,0.867,61.1,21.9,16.7,1-0,12.0
Argentina,England,2113,2020,1.395,1.175,41.9,26.4,31.6,1-1,12.55
Argentina,France,2113,2081,1.318,1.243,38.4,26.6,34.9,1-1,12.65
Argentina,Germany,2113,1923,1.525,1.075,47.5,25.6,26.7,1-1,12.18
Argentina,Ghana,2113,1503,2.244,0.73,71.0,17.6,10.6,2-0,12.86
Argentina,Haiti,2113,1532,2.185,0.75,69.5,18.3,11.4,2-0,12.68
Argentina,Iran,2113,1760,1.771,0.925,57.1,23.2,19.4,1-0,11.94
Argentina,Iraq,2113,1607,2.039,0.804,65.6,20.1,13.8,2-0,12.11
Argentina,Ivory Coast,2113,1676,1.914,0.856,61.9,21.6,16.2,1-0,11.99
Argentina,Japan,2113,1904,1.552,1.056,48.7,25.4,25.8,1-1,12.08
Argentina,Jordan,2113,1690,1.889,0.868,61.1,21.9,16.7,1-0,12.0
Argentina,Mexico,2113,1860,1.616,1.014,51.2,24.8,23.8,1-1,11.81
Argentina,Morocco,2113,1822,1.673,0.98,53.5,24.3,22.1,1-0,11.79
Argentina,Netherlands,2113,1961,1.472,1.113,45.3,26.0,28.6,1-1,12.35
Argentina,New Zealand,2113,1585,2.081,0.788,66.8,19.6,13.1,2-0,12.29
Argentina,Norway,2113,1912,1.54,1.064,48.2,25.5,26.2,1-1,12.12
Argentina,Panama,2113,1737,1.809,0.906,58.4,22.8,18.5,1-0,11.98
Argentina,Paraguay,2113,1833,1.656,0.99,52.8,24.4,22.5,1-0,11.75
Argentina,Portugal,2113,1984,1.442,1.137,44.0,26.2,29.8,1-1,12.44
Argentina,Qatar,2113,1425,2.411,0.68,74.6,15.7,8.6,2-0,13.21
Argentina,Saudi Arabia,2113,1568,2.114,0.775,67.7,19.2,12.5,2-0,12.43
Argentina,Scotland,2113,1767,1.76,0.931,56.7,23.4,19.7,1-0,11.93
Argentina,Senegal,2113,1878,1.589,1.031,50.2,25.1,24.6,1-1,11.93
Argentina,South Africa,2113,1524,2.201,0.745,69.9,18.1,11.2,2-0,12.73
Argentina,South Korea,2113,1752,1.785,0.918,57.5,23.1,19.1,1-0,11.96
Argentina,Spain,2113,2165,1.22,1.343,33.8,26.6,39.6,1-1,12.63
Argentina,Sweden,2113,1719,1.84,0.891,59.4,22.5,17.8,1-0,11.99
Argentina,Switzerland,2113,1889,1.573,1.042,49.5,25.2,25.1,1-1,11.99
Argentina,Tunisia,2113,1636,1.986,0.825,64.1,20.7,14.8,1-0,11.94
Argentina,Turkey,2113,1902,1.555,1.054,48.8,25.4,25.7,1-1,12.07
Argentina,United States,2113,1721,1.836,0.893,59.3,22.5,17.9,1-0,11.99
Argentina,Uruguay,2113,1892,1.569,1.045,49.4,25.3,25.3,1-1,12.01
Argentina,Uzbekistan,2113,1727,1.826,0.898,59.0,22.6,18.1,1-0,11.99
Australia,Algeria,1783,1743,1.328,1.234,38.9,26.6,34.5,1-1,12.64
Australia,Argentina,1783,2113,0.945,1.734,20.4,23.6,55.8,0-1,11.9
Australia,Austria,1783,1827,1.229,1.333,34.2,26.6,39.1,1-1,12.64
Australia,Belgium,1783,1867,1.185,1.383,32.1,26.4,41.4,1-1,12.57
Australia,Bosnia and Herzegovina,1783,1594,1.523,1.076,47.5,25.6,26.8,1-1,12.18
Australia,Brazil,1783,1984,1.064,1.54,26.2,25.5,48.2,1-1,12.12
Australia,Canada,1783,1784,1.279,1.281,36.6,26.6,36.7,1-1,12.66
Australia,Cape Verde,1783,1549,1.588,1.032,50.1,25.1,24.6,1-1,11.93
Australia,Colombia,1783,1975,1.073,1.528,26.6,25.6,47.7,1-1,12.17
Australia,Croatia,1783,1930,1.118,1.466,28.9,26.0,45.0,1-1,12.37
Australia,Curaçao,1783,1436,1.762,0.93,56.7,23.3,19.7,1-0,11.93
Australia,Czech Republic,1783,1726,1.349,1.215,39.8,26.5,33.5,1-1,12.62
Australia,DR Congo,1783,1655,1.44,1.138,43.9,26.2,29.8,1-1,12.44
Australia,Ecuador,1783,1933,1.115,1.47,28.7,26.0,45.2,1-1,12.36
Australia,Egypt,1783,1689,1.396,1.174,42.0,26.4,31.6,1-1,12.54
Australia,England,1783,2020,1.029,1.592,24.5,25.1,50.3,1-1,11.91
Australia,France,1783,2081,0.973,1.684,21.8,24.2,53.9,0-1,11.81
Australia,Germany,1783,1923,1.126,1.456,29.2,26.1,44.6,1-1,12.4
Australia,Ghana,1783,1503,1.656,0.99,52.8,24.4,22.5,1-0,11.75
Australia,Haiti,1783,1532,1.613,1.016,51.1,24.9,23.9,1-1,11.82
Australia,Iran,1783,1760,1.308,1.253,37.9,26.6,35.4,1-1,12.66
Australia,Iraq,1783,1607,1.505,1.089,46.7,25.7,27.4,1-1,12.25
Australia,Ivory Coast,1783,1676,1.413,1.16,42.7,26.3,30.9,1-1,12.51
Australia,Japan,1783,1904,1.145,1.431,30.2,26.2,43.5,1-1,12.46
Australia,Jordan,1783,1690,1.395,1.175,41.9,26.4,31.6,1-1,12.55
Australia,Mexico,1783,1860,1.193,1.374,32.5,26.5,41.0,1-1,12.58
Australia,Morocco,1783,1822,1.235,1.327,34.5,26.6,38.8,1-1,12.64
Australia,Netherlands,1783,1961,1.087,1.508,27.3,25.7,46.8,1-1,12.24
Australia,New Zealand,1783,1585,1.536,1.067,48.0,25.5,26.3,1-1,12.14
Australia,Norway,1783,1912,1.137,1.442,29.8,26.2,44.0,1-1,12.44
Australia,Panama,1783,1737,1.336,1.227,39.2,26.6,34.1,1-1,12.64
Australia,Paraguay,1783,1833,1.223,1.341,33.9,26.6,39.4,1-1,12.63
Australia,Portugal,1783,1984,1.064,1.54,26.2,25.5,48.2,1-1,12.12
Australia,Qatar,1783,1425,1.78,0.921,57.4,23.1,19.2,1-0,11.95
Australia,Saudi Arabia,1783,1568,1.56,1.05,49.0,25.3,25.5,1-1,12.04
Australia,Scotland,1783,1767,1.299,1.262,37.5,26.6,35.8,1-1,12.66
Australia,Senegal,1783,1878,1.173,1.397,31.5,26.4,42.0,1-1,12.54
Australia,South Africa,1783,1524,1.625,1.009,51.6,24.8,23.5,1-1,11.77
Australia,South Korea,1783,1752,1.317,1.244,38.4,26.6,34.9,1-1,12.65
Australia,Spain,1783,2165,0.901,1.819,18.3,22.7,58.8,0-1,11.98
Australia,Sweden,1783,1719,1.358,1.207,40.2,26.5,33.2,1-1,12.61
Australia,Switzerland,1783,1889,1.161,1.411,31.0,26.3,42.7,1-1,12.51
Australia,Tunisia,1783,1636,1.466,1.118,45.0,26.0,28.9,1-1,12.37
Australia,Turkey,1783,1902,1.147,1.428,30.3,26.2,43.4,1-1,12.47
Australia,United States,1783,1721,1.355,1.209,40.1,26.5,33.3,1-1,12.61
Australia,Uruguay,1783,1892,1.158,1.415,30.8,26.3,42.8,1-1,12.5
Australia,Uzbekistan,1783,1727,1.348,1.216,39.8,26.5,33.6,1-1,12.62
Austria,Algeria,1827,1743,1.383,1.185,41.4,26.4,32.1,1-1,12.57
Austria,Argentina,1827,2113,0.984,1.666,22.3,24.4,53.2,0-1,11.77
Austria,Australia,1827,1783,1.333,1.229,39.1,26.6,34.2,1-1,12.64
Austria,Belgium,1827,1867,1.234,1.328,34.5,26.6,38.9,1-1,12.64
Austria,Bosnia and Herzegovina,1827,1594,1.586,1.033,50.1,25.1,24.7,1-1,11.94
Austria,Brazil,1827,1984,1.108,1.479,28.4,25.9,45.6,1-1,12.33
Austria,Canada,1827,1784,1.332,1.231,39.1,26.6,34.3,1-1,12.64
Austria,Cape Verde,1827,1549,1.653,0.991,52.7,24.5,22.6,1-0,11.74
Austria,Colombia,1827,1975,1.117,1.467,28.8,26.0,45.1,1-1,12.37
Austria,Croatia,1827,1930,1.164,1.407,31.1,26.3,42.5,1-1,12.52
Austria,Curaçao,1827,1436,1.834,0.893,59.3,22.5,17.9,1-0,11.99
Austria,Czech Republic,1827,1726,1.405,1.167,42.4,26.3,31.2,1-1,12.52
Austria,DR Congo,1827,1655,1.5,1.093,46.5,25.8,27.6,1-1,12.26
Austria,Ecuador,1827,1933,1.161,1.411,31.0,26.3,42.7,1-1,12.51
Austria,Egypt,1827,1689,1.454,1.128,44.5,26.1,29.3,1-1,12.41
Austria,England,1827,2020,1.072,1.529,26.6,25.6,47.7,1-1,12.16
Austria,France,1827,2081,1.013,1.617,23.7,24.8,51.3,1-1,11.81
Austria,Germany,1827,1923,1.172,1.398,31.5,26.4,42.1,1-1,12.54
Austria,Ghana,1827,1503,1.725,0.95,55.4,23.7,20.6,1-0,11.88
Austria,Haiti,1827,1532,1.679,0.976,53.7,24.2,21.9,1-0,11.8
Austria,Iran,1827,1760,1.362,1.204,40.4,26.5,33.0,1-1,12.6
Austria,Iraq,1827,1607,1.567,1.046,49.3,25.3,25.3,1-1,12.02
Austria,Ivory Coast,1827,1676,1.471,1.114,45.3,26.0,28.7,1-1,12.35
Austria,Japan,1827,1904,1.193,1.374,32.5,26.5,41.0,1-1,12.58
Austria,Jordan,1827,1690,1.452,1.129,44.4,26.1,29.4,1-1,12.41
Austria,Mexico,1827,1860,1.242,1.32,34.8,26.6,38.5,1-1,12.65
Austria,Morocco,1827,1822,1.286,1.274,36.9,26.6,36.4,1-1,12.66
Austria,Netherlands,1827,1961,1.132,1.448,29.5,26.1,44.3,1-1,12.42
Austria,New Zealand,1827,1585,1.599,1.025,50.6,25.0,24.3,1-1,11.88
Austria,Norway,1827,1912,1.184,1.384,32.1,26.4,41.4,1-1,12.57
Austria,Panama,1827,1737,1.391,1.179,41.7,26.4,31.8,1-1,12.55
Austria,Paraguay,1827,1833,1.273,1.287,36.3,26.6,37.0,1-1,12.66
Austria,Portugal,1827,1984,1.108,1.479,28.4,25.9,45.6,1-1,12.33
Austria,Qatar,1827,1425,1.853,0.884,59.9,22.3,17.5,1-0,11.99
Austria,Saudi Arabia,1827,1568,1.625,1.009,51.6,24.8,23.5,1-1,11.77
Austria,Scotland,1827,1767,1.353,1.211,40.0,26.5,33.4,1-1,12.61
Austria,Senegal,1827,1878,1.222,1.342,33.9,26.6,39.5,1-1,12.63
Austria,South Africa,1827,1524,1.692,0.969,54.2,24.1,21.5,1-0,11.83
Austria,South Korea,1827,1752,1.372,1.195,40.9,26.5,32.6,1-1,12.59
Austria,Spain,1827,2165,0.938,1.747,20.1,23.5,56.2,0-1,11.92
Austria,Sweden,1827,1719,1.414,1.159,42.8,26.3,30.9,1-1,12.51
Austria,Switzerland,1827,1889,1.209,1.355,33.3,26.5,40.1,1-1,12.61
Austria,Tunisia,1827,1636,1.526,1.074,47.6,25.6,26.7,1-1,12.17
Austria,Turkey,1827,1902,1.195,1.372,32.6,26.5,40.9,1-1,12.59
Austria,United States,1827,1721,1.411,1.161,42.7,26.3,31.0,1-1,12.51
Austria,Uruguay,1827,1892,1.206,1.359,33.1,26.5,40.3,1-1,12.61
Austria,Uzbekistan,1827,1727,1.404,1.168,42.3,26.3,31.3,1-1,12.53
Belgium,Algeria,1867,1743,1.435,1.142,43.7,26.2,30.0,1-1,12.45
Belgium,Argentina,1867,2113,1.021,1.605,24.1,24.9,50.8,1-1,11.86
Belgium,Australia,1867,1783,1.383,1.185,41.4,26.4,32.1,1-1,12.57
Belgium,Austria,1867,1827,1.328,1.234,38.9,26.6,34.5,1-1,12.64
Belgium,Bosnia and Herzegovina,1867,1594,1.646,0.996,52.4,24.6,22.9,1-0,11.72
Belgium,Brazil,1867,1984,1.15,1.426,30.4,26.2,43.3,1-1,12.48
Belgium,Canada,1867,1784,1.382,1.186,41.3,26.4,32.2,1-1,12.57
Belgium,Cape Verde,1867,1549,1.715,0.956,55.1,23.8,20.9,1-0,11.87
Belgium,Colombia,1867,1975,1.159,1.414,30.9,26.3,42.8,1-1,12.51
Belgium,Croatia,1867,1930,1.208,1.357,33.2,26.5,40.2,1-1,12.61
Belgium,Curaçao,1867,1436,1.903,0.861,61.5,21.7,16.4,1-0,11.99
Belgium,Czech Republic,1867,1726,1.458,1.124,44.7,26.1,29.2,1-1,12.39
Belgium,DR Congo,1867,1655,1.556,1.053,48.8,25.4,25.7,1-1,12.06
Belgium,Ecuador,1867,1933,1.205,1.36,33.1,26.5,40.4,1-1,12.6
Belgium,Egypt,1867,1689,1.508,1.087,46.8,25.7,27.3,1-1,12.24
Belgium,England,1867,2020,1.112,1.474,28.6,26.0,45.4,1-1,12.35
Belgium,France,1867,2081,1.051,1.559,25.6,25.3,49.0,1-1,12.05
Belgium,Germany,1867,1923,1.216,1.348,33.6,26.5,39.8,1-1,12.62
Belgium,Ghana,1867,1503,1.789,0.916,57.7,23.0,19.0,1-0,11.96
Belgium,Haiti,1867,1532,1.742,0.941,56.0,23.6,20.2,1-0,11.91
Belgium,Iran,1867,1760,1.413,1.16,42.7,26.3,30.9,1-1,12.51
Belgium,Iraq,1867,1607,1.626,1.008,51.7,24.7,23.4,1-1,11.77
Belgium,Ivory Coast,1867,1676,1.526,1.074,47.6,25.6,26.7,1-1,12.17
Belgium,Japan,1867,1904,1.237,1.325,34.6,26.6,38.7,1-1,12.65
Belgium,Jordan,1867,1690,1.507,1.088,46.8,25.7,27.4,1-1,12.24
Belgium,Mexico,1867,1860,1.289,1.272,37.0,26.6,36.3,1-1,12.66
Belgium,Morocco,1867,1822,1.334,1.228,39.2,26.6,34.2,1-1,12.64
Belgium,Netherlands,1867,1961,1.174,1.396,31.6,26.4,42.0,1-1,12.54
Belgium,New Zealand,1867,1585,1.659,0.988,52.9,24.4,22.5,1-0,11.76
Belgium,Norway,1867,1912,1.228,1.334,34.2,26.6,39.2,1-1,12.64
Belgium,Panama,1867,1737,1.443,1.136,44.0,26.1,29.7,1-1,12.43
Belgium,Paraguay,1867,1833,1.321,1.241,38.5,26.6,34.8,1-1,12.65
Belgium,Portugal,1867,1984,1.15,1.426,30.4,26.2,43.3,1-1,12.48
Belgium,Qatar,1867,1425,1.923,0.852,62.1,21.5,16.0,1-0,11.99
Belgium,Saudi Arabia,1867,1568,1.686,0.972,53.9,24.2,21.7,1-0,11.81
Belgium,Scotland,1867,1767,1.404,1.168,42.3,26.3,31.3,1-1,12.53
Belgium,Senegal,1867,1878,1.267,1.293,36.0,26.6,37.3,1-1,12.66
Belgium,South Africa,1867,1524,1.755,0.934,56.5,23.4,19.8,1-0,11.93
Belgium,South Korea,1867,1752,1.423,1.152,43.2,26.2,30.5,1-1,12.48
Belgium,Spain,1867,2165,0.973,1.684,21.8,24.2,53.9,0-1,11.81
Belgium,Sweden,1867,1719,1.467,1.117,45.1,26.0,28.8,1-1,12.37
Belgium,Switzerland,1867,1889,1.255,1.306,35.4,26.6,37.9,1-1,12.66
Belgium,Tunisia,1867,1636,1.583,1.035,50.0,25.1,24.8,1-1,11.95
Belgium,Turkey,1867,1902,1.24,1.322,34.7,26.6,38.6,1-1,12.65
Belgium,United States,1867,1721,1.464,1.119,45.0,26.0,28.9,1-1,12.37
Belgium,Uruguay,1867,1892,1.251,1.31,35.3,26.6,38.0,1-1,12.66
Belgium,Uzbekistan,1867,1727,1.456,1.126,44.6,26.1,29.2,1-1,12.4
Bosnia and Herzegovina,Algeria,1594,1743,1.116,1.468,28.8,26.0,45.1,1-1,12.36
Bosnia and Herzegovina,Argentina,1594,2113,0.794,2.064,13.4,19.8,66.3,0-2,12.22
Bosnia and Herzegovina,Australia,1594,1783,1.076,1.523,26.8,25.6,47.5,1-1,12.18
Bosnia and Herzegovina,Austria,1594,1827,1.033,1.586,24.7,25.1,50.1,1-1,11.94
Bosnia and Herzegovina,Belgium,1594,1867,0.996,1.646,22.9,24.6,52.4,0-1,11.72
Bosnia and Herzegovina,Brazil,1594,1984,0.894,1.833,18.0,22.5,59.2,0-1,11.99
Bosnia and Herzegovina,Canada,1594,1784,1.075,1.525,26.7,25.6,47.5,1-1,12.18
Bosnia and Herzegovina,Cape Verde,1594,1549,1.334,1.228,39.2,26.6,34.2,1-1,12.64
Bosnia and Herzegovina,Colombia,1594,1975,0.902,1.818,18.3,22.7,58.7,0-1,11.98
Bosnia and Herzegovina,Croatia,1594,1930,0.94,1.744,20.1,23.5,56.1,0-1,11.91
Bosnia and Herzegovina,Curaçao,1594,1436,1.481,1.107,45.7,25.9,28.3,1-1,12.33
Bosnia and Herzegovina,Czech Republic,1594,1726,1.134,1.446,29.6,26.1,44.2,1-1,12.43
Bosnia and Herzegovina,DR Congo,1594,1655,1.21,1.354,33.3,26.5,40.1,1-1,12.61
Bosnia and Herzegovina,Ecuador,1594,1933,0.937,1.749,20.0,23.5,56.3,0-1,11.92
Bosnia and Herzegovina,Egypt,1594,1689,1.173,1.397,31.5,26.4,42.0,1-1,12.54
Bosnia and Herzegovina,England,1594,2020,0.865,1.895,16.6,21.8,61.3,0-1,11.99
Bosnia and Herzegovina,France,1594,2081,0.818,2.004,14.4,20.5,64.6,0-2,11.95
Bosnia and Herzegovina,Germany,1594,1923,0.946,1.733,20.4,23.7,55.7,0-1,11.9
Bosnia and Herzegovina,Ghana,1594,1503,1.392,1.177,41.8,26.4,31.7,1-1,12.55
Bosnia and Herzegovina,Haiti,1594,1532,1.355,1.209,40.1,26.5,33.3,1-1,12.61
Bosnia and Herzegovina,Iran,1594,1760,1.099,1.491,27.9,25.8,46.1,1-1,12.29
Bosnia and Herzegovina,Iraq,1594,1607,1.265,1.296,35.9,26.6,37.4,1-1,12.66
Bosnia and Herzegovina,Ivory Coast,1594,1676,1.187,1.381,32.2,26.4,41.3,1-1,12.57
Bosnia and Herzegovina,Japan,1594,1904,0.963,1.703,21.2,24.0,54.6,0-1,11.85
Bosnia and Herzegovina,Jordan,1594,1690,1.172,1.398,31.5,26.4,42.1,1-1,12.54
Bosnia and Herzegovina,Mexico,1594,1860,1.002,1.635,23.2,24.7,52.0,1-1,11.73
Bosnia and Herzegovina,Morocco,1594,1822,1.038,1.579,24.9,25.2,49.8,1-1,11.97
Bosnia and Herzegovina,Netherlands,1594,1961,0.913,1.794,18.9,23.0,57.9,0-1,11.97
Bosnia and Herzegovina,New Zealand,1594,1585,1.291,1.27,37.1,26.6,36.2,1-1,12.66
Bosnia and Herzegovina,Norway,1594,1912,0.956,1.715,20.9,23.8,55.1,0-1,11.87
Bosnia and Herzegovina,Panama,1594,1737,1.122,1.46,29.1,26.0,44.8,1-1,12.39
Bosnia and Herzegovina,Paraguay,1594,1833,1.028,1.595,24.4,25.0,50.4,1-1,11.9
Bosnia and Herzegovina,Portugal,1594,1984,0.894,1.833,18.0,22.5,59.2,0-1,11.99
Bosnia and Herzegovina,Qatar,1594,1425,1.496,1.096,46.3,25.8,27.8,1-1,12.28
Bosnia and Herzegovina,Saudi Arabia,1594,1568,1.311,1.25,38.1,26.6,35.2,1-1,12.66
Bosnia and Herzegovina,Scotland,1594,1767,1.092,1.501,27.6,25.8,46.5,1-1,12.26
Bosnia and Herzegovina,Senegal,1594,1878,0.986,1.663,22.4,24.4,53.1,0-1,11.76
Bosnia and Herzegovina,South Africa,1594,1524,1.365,1.2,40.6,26.5,32.8,1-1,12.6
Bosnia and Herzegovina,South Korea,1594,1752,1.107,1.481,28.3,25.9,45.7,1-1,12.33
Bosnia and Herzegovina,Spain,1594,2165,0.757,2.165,11.7,18.6,69.0,0-2,12.61
Bosnia and Herzegovina,Sweden,1594,1719,1.141,1.436,30.0,26.2,43.8,1-1,12.45
Bosnia and Herzegovina,Switzerland,1594,1889,0.976,1.679,21.9,24.2,53.7,0-1,11.8
Bosnia and Herzegovina,Tunisia,1594,1636,1.232,1.331,34.3,26.6,39.0,1-1,12.64
Bosnia and Herzegovina,Turkey,1594,1902,0.964,1.7,21.3,24.0,54.5,0-1,11.84
Bosnia and Herzegovina,United States,1594,1721,1.139,1.439,29.9,26.2,43.9,1-1,12.44
Bosnia and Herzegovina,Uruguay,1594,1892,0.973,1.684,21.8,24.2,53.9,0-1,11.81
Bosnia and Herzegovina,Uzbekistan,1594,1727,1.133,1.447,29.6,26.1,44.2,1-1,12.42
Brazil,Algeria,1984,1743,1.598,1.026,50.5,25.0,24.3,1-1,11.89
Brazil,Argentina,1984,2113,1.137,1.442,29.8,26.2,44.0,1-1,12.44
Brazil,Australia,1984,1783,1.54,1.064,48.2,25.5,26.2,1-1,12.12
Brazil,Austria,1984,1827,1.479,1.108,45.6,25.9,28.4,1-1,12.33
Brazil,Belgium,1984,1867,1.426,1.15,43.3,26.2,30.4,1-1,12.48
Brazil,Bosnia and Herzegovina,1984,1594,1.833,0.894,59.2,22.5,18.0,1-0,11.99
Brazil,Canada,1984,1784,1.539,1.065,48.1,25.5,26.3,1-1,12.13
Brazil,Cape Verde,1984,1549,1.91,0.858,61.8,21.6,16.3,1-0,11.99
Brazil,Colombia,1984,1975,1.291,1.27,37.1,26.6,36.2,1-1,12.66
Brazil,Croatia,1984,1930,1.345,1.218,39.7,26.5,33.7,1-1,12.62
Brazil,Curaçao,1984,1436,2.12,0.773,67.9,19.1,12.4,2-0,12.45
Brazil,Czech Republic,1984,1726,1.623,1.01,51.5,24.8,23.5,1-1,11.78
Brazil,DR Congo,1984,1655,1.733,0.946,55.7,23.7,20.4,1-0,11.9
Brazil,Ecuador,1984,1933,1.342,1.222,39.5,26.6,33.9,1-1,12.63
Brazil,Egypt,1984,1689,1.679,0.976,53.7,24.2,21.9,1-0,11.8
Brazil,England,1984,2020,1.239,1.323,34.7,26.6,38.7,1-1,12.65
Brazil,France,1984,2081,1.171,1.4,31.4,26.4,42.1,1-1,12.54
Brazil,Germany,1984,1923,1.354,1.21,40.1,26.5,33.3,1-1,12.61
Brazil,Ghana,1984,1503,1.993,0.822,64.3,20.6,14.6,1-0,11.93
Brazil,Haiti,1984,1532,1.94,0.845,62.7,21.3,15.6,1-0,11.98
Brazil,Iran,1984,1760,1.573,1.042,49.5,25.2,25.1,1-1,11.99
Brazil,Iraq,1984,1607,1.811,0.905,58.5,22.8,18.5,1-0,11.98
Brazil,Ivory Coast,1984,1676,1.7,0.964,54.5,24.0,21.3,1-0,11.84
Brazil,Japan,1984,1904,1.378,1.189,41.2,26.4,32.3,1-1,12.58
Brazil,Jordan,1984,1690,1.678,0.977,53.7,24.2,21.9,1-0,11.8
Brazil,Mexico,1984,1860,1.435,1.142,43.7,26.2,30.0,1-1,12.45
